,DPD,Fecha,Ubigeo,Contagiados,Proyeccion,Fallecidos,Movilidad,Vacunados
JUNIN-HUANCAYO-HUASICANCHA,JUNIN-HUANCAYO-HUASICANCHA,2021-02-01 00:00:00,120120,1,1,0.0,-61.05714285714286,0.0
JUNIN-HUANCAYO-HUAYUCACHI,JUNIN-HUANCAYO-HUAYUCACHI,2021-03-01 00:00:00,120121,2,6,0.0,-81.6,0.0
JUNIN-HUANCAYO-INGENIO,JUNIN-HUANCAYO-INGENIO,2021-03-01 00:00:00,120122,1,3,0.0,-81.6,0.0
JUNIN-HUANCAYO-PARIAHUANCA,JUNIN-HUANCAYO-PARIAHUANCA,2021-02-22 00:00:00,120124,2,2,0.0,-50.971428571428575,0.0
JUNIN-HUANCAYO-PILCOMAYO,JUNIN-HUANCAYO-PILCOMAYO,2021-03-01 00:00:00,120125,13,17,1.0,-81.6,0.0
JUNIN-HUANCAYO-PUCARA,JUNIN-HUANCAYO-PUCARA,2021-03-01 00:00:00,120126,2,5,0.0,-81.6,0.0
JUNIN-HUANCAYO-QUICHUAY,JUNIN-HUANCAYO-QUICHUAY,2021-01-25 00:00:00,120127,1,1,0.0,-37.31428571428571,0.0
JUNIN-HUANCAYO-QUILCAS,JUNIN-HUANCAYO-QUILCAS,2021-03-01 00:00:00,120128,1,4,0.0,-81.6,0.0
JUNIN-HUANCAYO-SAN AGUSTIN,JUNIN-HUANCAYO-SAN AGUSTIN,2021-03-01 00:00:00,120129,1,2,0.0,-81.6,0.0
JUNIN-HUANCAYO-SAN JERONIMO DE TUNAN,JUNIN-HUANCAYO-SAN JERONIMO DE TUNAN,2021-03-01 00:00:00,120130,3,7,0.0,-81.6,0.0
JUNIN-HUANCAYO-SANTO DOMINGO DE ACOBAMBA,JUNIN-HUANCAYO-SANTO DOMINGO DE ACOBAMBA,2021-02-22 00:00:00,120135,1,1,0.0,-50.971428571428575,3.0
JUNIN-HUANCAYO-SAPALLANGA,JUNIN-HUANCAYO-SAPALLANGA,2021-03-01 00:00:00,120133,4,12,1.0,-81.6,0.0
JUNIN-HUANCAYO-SAÑO,JUNIN-HUANCAYO-SAÑO,2021-02-15 00:00:00,120132,1,1,0.0,-53.828571428571436,7.0
JUNIN-HUANCAYO-SICAYA,JUNIN-HUANCAYO-SICAYA,2021-03-01 00:00:00,120134,2,8,0.0,-81.6,0.0
JUNIN-HUANCAYO-VIQUES,JUNIN-HUANCAYO-VIQUES,2021-02-22 00:00:00,120136,2,3,0.0,-50.971428571428575,3.0
JUNIN-JAUJA-ACOLLA,JUNIN-JAUJA-ACOLLA,2021-03-01 00:00:00,120402,3,6,0.0,-44.8,1.0
JUNIN-JAUJA-APATA,JUNIN-JAUJA-APATA,2021-03-01 00:00:00,120403,1,5,0.0,-44.8,0.0
JUNIN-JAUJA-ATAURA,JUNIN-JAUJA-ATAURA,2021-02-22 00:00:00,120404,3,2,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-CANCHAYLLO,JUNIN-JAUJA-CANCHAYLLO,2021-02-08 00:00:00,120405,5,5,0.0,-34.971428571428575,0.0
JUNIN-JAUJA-CURICACA,JUNIN-JAUJA-CURICACA,2021-03-01 00:00:00,120406,1,2,0.0,-44.8,0.0
JUNIN-JAUJA-EL MANTARO,JUNIN-JAUJA-EL MANTARO,2021-02-22 00:00:00,120407,2,2,0.0,-29.857142857142854,2.0
JUNIN-JAUJA-HUAMALI,JUNIN-JAUJA-HUAMALI,2021-02-08 00:00:00,120408,1,2,0.0,-34.971428571428575,0.0
JUNIN-JAUJA-HUARIPAMPA,JUNIN-JAUJA-HUARIPAMPA,2021-02-15 00:00:00,120409,1,1,0.0,-31.08571428571429,4.0
JUNIN-JAUJA-HUERTAS,JUNIN-JAUJA-HUERTAS,2021-02-22 00:00:00,120410,2,2,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-JANJAILLO,JUNIN-JAUJA-JANJAILLO,2021-02-22 00:00:00,120411,1,1,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-JAUJA,JUNIN-JAUJA-JAUJA,2021-03-01 00:00:00,120401,7,20,2.0,-44.8,268.0
JUNIN-JAUJA-JULCAN,JUNIN-JAUJA-JULCAN,2021-01-18 00:00:00,120412,1,1,0.0,-26.285714285714285,0.0
JUNIN-JAUJA-LEONOR ORDOÑEZ,,,,,,,,
JUNIN-JAUJA-LLOCLLAPAMPA,JUNIN-JAUJA-LLOCLLAPAMPA,2021-02-22 00:00:00,120414,12,2,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-MARCO,JUNIN-JAUJA-MARCO,2021-02-22 00:00:00,120415,1,1,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-MASMA,JUNIN-JAUJA-MASMA,2021-03-01 00:00:00,120416,1,3,0.0,-44.8,0.0
JUNIN-JAUJA-MASMA CHICCHE,JUNIN-JAUJA-MASMA CHICCHE,2021-02-22 00:00:00,120417,1,1,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-MOLINOS,JUNIN-JAUJA-MOLINOS,2021-02-22 00:00:00,120418,2,2,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-MONOBAMBA,JUNIN-JAUJA-MONOBAMBA,2021-02-22 00:00:00,120419,5,6,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-MUQUI,JUNIN-JAUJA-MUQUI,2021-02-22 00:00:00,120420,2,1,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-MUQUIYAUYO,JUNIN-JAUJA-MUQUIYAUYO,2021-02-22 00:00:00,120421,3,3,0.0,-29.857142857142854,0.0
JUNIN-JAUJA-PACA,JUNIN-JAUJA-PACA,2021-02-15 00:00:00,120422,2,2,0.0,-31.08571428571429,4.0
JUNIN-JAUJA-PACCHA,JUNIN-JAUJA-PACCHA,2021-03-01 00:00:00,120423,1,2,0.0,-44.8,0.0
JUNIN-JAUJA-PANCAN,JUNIN-JAUJA-PANCAN,2021-03-01 00:00:00,120424,1,5,0.0,-44.8,0.0
JUNIN-JAUJA-PARCO,JUNIN-JAUJA-PARCO,2021-03-01 00:00:00,120425,1,2,0.0,-44.8,0.0
JUNIN-JAUJA-POMACANCHA,JUNIN-JAUJA-POMACANCHA,2021-02-08 00:00:00,120426,1,18,0.0,-34.971428571428575,0.0
JUNIN-JAUJA-RICRAN,JUNIN-JAUJA-RICRAN,2021-02-22 00:00:00,120427,3,3,0.0,-29.857142857142854,3.0
JUNIN-JAUJA-SAN LORENZO,JUNIN-JAUJA-SAN LORENZO,2021-03-01 00:00:00,120428,1,6,0.0,-44.8,0.0
JUNIN-JAUJA-SAN PEDRO DE CHUNAN,JUNIN-JAUJA-SAN PEDRO DE CHUNAN,2021-02-08 00:00:00,120429,3,3,0.0,-34.971428571428575,0.0
JUNIN-JAUJA-SAUSA,JUNIN-JAUJA-SAUSA,2021-03-01 00:00:00,120430,1,4,0.0,-44.8,0.0
JUNIN-JAUJA-SINCOS,JUNIN-JAUJA-SINCOS,2021-03-01 00:00:00,120431,2,6,0.0,-44.8,0.0
JUNIN-JAUJA-TUNAN MARCA,JUNIN-JAUJA-TUNAN MARCA,2021-02-08 00:00:00,120432,1,1,0.0,-34.971428571428575,0.0
JUNIN-JAUJA-YAULI,JUNIN-JAUJA-YAULI,2021-03-01 00:00:00,120433,3,5,0.0,-44.8,0.0
JUNIN-JAUJA-YAUYOS,JUNIN-JAUJA-YAUYOS,2021-03-01 00:00:00,120434,4,15,1.0,-44.8,0.0
JUNIN-SATIPO-COVIRIALI,JUNIN-SATIPO-COVIRIALI,2021-02-22 00:00:00,120602,11,8,0.0,-22.228571428571428,5.0
JUNIN-SATIPO-LLAYLLA,JUNIN-SATIPO-LLAYLLA,2021-02-01 00:00:00,120603,2,3,0.0,-29.057142857142857,0.0
JUNIN-SATIPO-MAZAMARI,JUNIN-SATIPO-MAZAMARI,2021-03-01 00:00:00,120604,2,2,1.0,-32.6,79.0
JUNIN-SATIPO-PAMPA HERMOSA,JUNIN-SATIPO-PAMPA HERMOSA,2021-03-01 00:00:00,120605,1,5,0.0,-32.6,0.0
JUNIN-SATIPO-PANGOA,JUNIN-SATIPO-PANGOA,2021-03-01 00:00:00,120606,22,47,0.0,-32.6,175.0
JUNIN-SATIPO-RIO NEGRO,JUNIN-SATIPO-RIO NEGRO,2021-03-01 00:00:00,120607,5,17,0.0,-32.6,0.0
JUNIN-SATIPO-RIO TAMBO,JUNIN-SATIPO-RIO TAMBO,2021-03-01 00:00:00,120608,2,11,0.0,-32.6,2.0
JUNIN-SATIPO-SATIPO,JUNIN-SATIPO-SATIPO,2021-03-01 00:00:00,120601,7,26,2.0,-32.6,156.0
JUNIN-SATIPO-VIZCATAN DEL ENE,JUNIN-SATIPO-VIZCATAN DEL ENE,2021-02-15 00:00:00,120609,1,2,0.0,-22.799999999999997,0.0
JUNIN-TARMA-ACOBAMBA,JUNIN-TARMA-ACOBAMBA,2021-03-01 00:00:00,120702,2,7,1.0,-64.6,51.0
JUNIN-TARMA-HUARICOLCA,JUNIN-TARMA-HUARICOLCA,2021-02-08 00:00:00,120703,1,1,0.0,-42.31428571428571,0.0
JUNIN-TARMA-HUASAHUASI,JUNIN-TARMA-HUASAHUASI,2021-03-01 00:00:00,120704,3,6,0.0,-64.6,28.0
JUNIN-TARMA-LA UNION,JUNIN-TARMA-LA UNION,2021-03-01 00:00:00,120705,2,5,0.0,-64.6,0.0
JUNIN-TARMA-PALCA,JUNIN-TARMA-PALCA,2021-03-01 00:00:00,120706,6,7,0.0,-64.6,0.0
JUNIN-TARMA-PALCAMAYO,JUNIN-TARMA-PALCAMAYO,2021-03-01 00:00:00,120707,2,2,0.0,-64.6,0.0
JUNIN-TARMA-SAN PEDRO DE CAJAS,JUNIN-TARMA-SAN PEDRO DE CAJAS,2021-03-01 00:00:00,120708,1,3,0.0,-64.6,0.0
JUNIN-TARMA-TAPO,JUNIN-TARMA-TAPO,2021-02-08 00:00:00,120709,2,1,0.0,-42.31428571428571,0.0
JUNIN-TARMA-TARMA,JUNIN-TARMA-TARMA,2021-03-01 00:00:00,120701,34,46,2.0,-64.6,368.0
JUNIN-YAULI-CHACAPALPA,JUNIN-YAULI-CHACAPALPA,2021-02-22 00:00:00,120802,2,1,1.0,-36.37142857142857,0.0
JUNIN-YAULI-LA OROYA,JUNIN-YAULI-LA OROYA,2021-03-01 00:00:00,120801,4,26,0.0,-44.0,63.0
JUNIN-YAULI-MARCAPOMACOCHA,JUNIN-YAULI-MARCAPOMACOCHA,2021-02-01 00:00:00,120804,6,14,0.0,-39.91428571428572,0.0
JUNIN-YAULI-MOROCOCHA,JUNIN-YAULI-MOROCOCHA,2021-02-22 00:00:00,120805,1,3,0.0,-36.37142857142857,0.0
JUNIN-YAULI-PACCHA,JUNIN-YAULI-PACCHA,2021-02-08 00:00:00,120806,1,1,0.0,-39.199999999999996,0.0
JUNIN-YAULI-SANTA BARBARA DE CARHUACAYAN,JUNIN-YAULI-SANTA BARBARA DE CARHUACAYAN,2021-02-08 00:00:00,120807,5,1,0.0,-39.199999999999996,0.0
JUNIN-YAULI-SANTA ROSA DE SACCO,JUNIN-YAULI-SANTA ROSA DE SACCO,2021-03-01 00:00:00,120808,5,10,0.0,-44.0,0.0
JUNIN-YAULI-SUITUCANCHA,,,,,,,,
JUNIN-YAULI-YAULI,JUNIN-YAULI-YAULI,2021-02-15 00:00:00,120810,3,1,1.0,-38.828571428571436,6.0
LA LIBERTAD-ASCOPE-ASCOPE,LA LIBERTAD-ASCOPE-ASCOPE,2021-02-22 00:00:00,130201,11,9,1.0,-37.114285714285714,232.0
LA LIBERTAD-ASCOPE-CASA GRANDE,LA LIBERTAD-ASCOPE-CASA GRANDE,2021-02-22 00:00:00,130208,12,18,0.0,-37.114285714285714,0.0
LA LIBERTAD-ASCOPE-CHICAMA,LA LIBERTAD-ASCOPE-CHICAMA,2021-03-01 00:00:00,130202,1,6,0.0,-49.4,0.0
LA LIBERTAD-ASCOPE-CHOCOPE,LA LIBERTAD-ASCOPE-CHOCOPE,2021-02-22 00:00:00,130203,35,29,1.0,-37.114285714285714,0.0
LA LIBERTAD-ASCOPE-MAGDALENA DE CAO,LA LIBERTAD-ASCOPE-MAGDALENA DE CAO,2021-02-22 00:00:00,130204,2,4,0.0,-37.114285714285714,0.0
LA LIBERTAD-ASCOPE-PAIJAN,LA LIBERTAD-ASCOPE-PAIJAN,2021-03-01 00:00:00,130205,8,8,0.0,-49.4,0.0
LA LIBERTAD-ASCOPE-RAZURI,LA LIBERTAD-ASCOPE-RAZURI,2021-02-22 00:00:00,130206,2,3,0.0,-37.114285714285714,0.0
LA LIBERTAD-ASCOPE-SANTIAGO DE CAO,LA LIBERTAD-ASCOPE-SANTIAGO DE CAO,2021-03-01 00:00:00,130207,7,12,0.0,-49.4,0.0
LA LIBERTAD-PACASMAYO-GUADALUPE,LA LIBERTAD-PACASMAYO-GUADALUPE,2021-03-01 00:00:00,130702,17,19,0.0,-41.6,1.0
LA LIBERTAD-PACASMAYO-JEQUETEPEQUE,LA LIBERTAD-PACASMAYO-JEQUETEPEQUE,2021-02-22 00:00:00,130703,4,2,0.0,-33.74285714285715,0.0
LA LIBERTAD-PACASMAYO-PACASMAYO,LA LIBERTAD-PACASMAYO-PACASMAYO,2021-02-22 00:00:00,130704,15,15,0.0,-33.74285714285715,0.0
LA LIBERTAD-PACASMAYO-SAN JOSE,LA LIBERTAD-PACASMAYO-SAN JOSE,2021-03-01 00:00:00,130705,1,4,0.0,-41.6,0.0
LA LIBERTAD-PACASMAYO-SAN PEDRO DE LLOC,LA LIBERTAD-PACASMAYO-SAN PEDRO DE LLOC,2021-02-22 00:00:00,130701,17,14,0.0,-33.74285714285715,0.0
LA LIBERTAD-PATAZ-BULDIBUYO,LA LIBERTAD-PATAZ-BULDIBUYO,2021-02-22 00:00:00,130802,2,2,0.0,-12.285714285714285,3.0
LA LIBERTAD-PATAZ-CHILLIA,LA LIBERTAD-PATAZ-CHILLIA,2021-02-15 00:00:00,130803,1,2,0.0,-12.0,38.0
LA LIBERTAD-PATAZ-HUANCASPATA,LA LIBERTAD-PATAZ-HUANCASPATA,2021-02-15 00:00:00,130804,1,5,0.0,-12.0,22.0
LA LIBERTAD-PATAZ-HUAYLILLAS,LA LIBERTAD-PATAZ-HUAYLILLAS,2021-02-22 00:00:00,130805,1,2,0.0,-12.285714285714285,0.0
LA LIBERTAD-PATAZ-HUAYO,LA LIBERTAD-PATAZ-HUAYO,2021-01-04 00:00:00,130806,1,1,0.0,-7.857142857142857,0.0
LA LIBERTAD-PATAZ-ONGON,,,,,,,,
LA LIBERTAD-PATAZ-PARCOY,LA LIBERTAD-PATAZ-PARCOY,2021-02-22 00:00:00,130808,1,6,0.0,-12.285714285714285,1.0
LA LIBERTAD-PATAZ-PATAZ,LA LIBERTAD-PATAZ-PATAZ,2021-03-01 00:00:00,130809,1,2,0.0,-14.4,22.0
LA LIBERTAD-PATAZ-PIAS,LA LIBERTAD-PATAZ-PIAS,2021-02-01 00:00:00,130810,1,1,0.0,-9.514285714285714,0.0
LA LIBERTAD-PATAZ-SANTIAGO DE CHALLAS,LA LIBERTAD-PATAZ-SANTIAGO DE CHALLAS,2021-02-15 00:00:00,130811,4,4,0.0,-12.0,0.0
LA LIBERTAD-PATAZ-TAURIJA,LA LIBERTAD-PATAZ-TAURIJA,2020-09-28 00:00:00,130812,2,3,0.0,-15.457142857142856,0.0
LA LIBERTAD-PATAZ-TAYABAMBA,LA LIBERTAD-PATAZ-TAYABAMBA,2021-02-15 00:00:00,130801,1,6,0.0,-12.0,78.0
LA LIBERTAD-PATAZ-URPAY,LA LIBERTAD-PATAZ-URPAY,2020-09-21 00:00:00,130813,1,2,0.0,-10.942857142857143,0.0
LA LIBERTAD-TRUJILLO-EL PORVENIR,LA LIBERTAD-TRUJILLO-EL PORVENIR,2021-03-01 00:00:00,130102,17,14,1.0,-44.4,182.0
LA LIBERTAD-TRUJILLO-FLORENCIA DE MORA,LA LIBERTAD-TRUJILLO-FLORENCIA DE MORA,2021-03-01 00:00:00,130103,6,0,0.0,-44.4,65.0
LA LIBERTAD-TRUJILLO-HUANCHACO,LA LIBERTAD-TRUJILLO-HUANCHACO,2021-03-01 00:00:00,130104,10,19,0.0,-44.4,51.0
LA LIBERTAD-TRUJILLO-LA ESPERANZA,LA LIBERTAD-TRUJILLO-LA ESPERANZA,2021-03-01 00:00:00,130105,13,6,2.0,-44.4,288.0
LA LIBERTAD-TRUJILLO-LAREDO,LA LIBERTAD-TRUJILLO-LAREDO,2021-03-01 00:00:00,130106,3,10,0.0,-44.4,96.0
LA LIBERTAD-TRUJILLO-MOCHE,LA LIBERTAD-TRUJILLO-MOCHE,2021-03-01 00:00:00,130107,5,15,0.0,-44.4,477.0
LA LIBERTAD-TRUJILLO-POROTO,LA LIBERTAD-TRUJILLO-POROTO,2021-02-22 00:00:00,130108,2,4,0.0,-32.171428571428564,0.0
LA LIBERTAD-TRUJILLO-SALAVERRY,LA LIBERTAD-TRUJILLO-SALAVERRY,2021-03-01 00:00:00,130109,6,7,1.0,-44.4,44.0
LA LIBERTAD-TRUJILLO-SIMBAL,LA LIBERTAD-TRUJILLO-SIMBAL,2021-02-01 00:00:00,130110,1,2,0.0,-33.05714285714286,0.0
LA LIBERTAD-TRUJILLO-TRUJILLO,LA LIBERTAD-TRUJILLO-TRUJILLO,2021-03-01 00:00:00,130101,136,39,6.0,-44.4,2221.0
LA LIBERTAD-TRUJILLO-VICTOR LARCO HERRERA,LA LIBERTAD-TRUJILLO-VICTOR LARCO HERRERA,2021-03-01 00:00:00,130111,10,45,0.0,-44.4,105.0
LAMBAYEQUE-CHICLAYO-CAYALTI,LAMBAYEQUE-CHICLAYO-CAYALTI,2021-03-01 00:00:00,140116,4,7,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-CHICLAYO,LAMBAYEQUE-CHICLAYO-CHICLAYO,2021-03-01 00:00:00,140101,74,134,6.0,-47.2,639.0
LAMBAYEQUE-CHICLAYO-CHONGOYAPE,LAMBAYEQUE-CHICLAYO-CHONGOYAPE,2021-02-22 00:00:00,140102,3,4,0.0,-35.62857142857142,0.0
LAMBAYEQUE-CHICLAYO-ETEN,LAMBAYEQUE-CHICLAYO-ETEN,2021-02-22 00:00:00,140103,4,7,0.0,-35.62857142857142,0.0
LAMBAYEQUE-CHICLAYO-ETEN PUERTO,LAMBAYEQUE-CHICLAYO-ETEN PUERTO,2021-02-22 00:00:00,140104,1,2,0.0,-35.62857142857142,0.0
LAMBAYEQUE-CHICLAYO-JOSE LEONARDO ORTIZ,LAMBAYEQUE-CHICLAYO-JOSE LEONARDO ORTIZ,2021-03-01 00:00:00,140105,14,56,2.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-LA VICTORIA,LAMBAYEQUE-CHICLAYO-LA VICTORIA,2021-03-01 00:00:00,140106,17,36,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-LAGUNAS,LAMBAYEQUE-CHICLAYO-LAGUNAS,2021-03-01 00:00:00,140107,3,6,1.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-MONSEFU,LAMBAYEQUE-CHICLAYO-MONSEFU,2021-03-01 00:00:00,140108,4,27,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-NUEVA ARICA,LAMBAYEQUE-CHICLAYO-NUEVA ARICA,2021-02-15 00:00:00,140109,1,2,0.0,-37.25714285714286,0.0
LAMBAYEQUE-CHICLAYO-OYOTUN,LAMBAYEQUE-CHICLAYO-OYOTUN,2021-03-01 00:00:00,140110,1,4,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-PATAPO,LAMBAYEQUE-CHICLAYO-PATAPO,2021-03-01 00:00:00,140117,7,11,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-PICSI,LAMBAYEQUE-CHICLAYO-PICSI,2021-03-01 00:00:00,140111,4,8,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-PIMENTEL,LAMBAYEQUE-CHICLAYO-PIMENTEL,2021-03-01 00:00:00,140112,1,16,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-POMALCA,LAMBAYEQUE-CHICLAYO-POMALCA,2021-02-22 00:00:00,140118,3,7,0.0,-35.62857142857142,3.0
LAMBAYEQUE-CHICLAYO-PUCALA,LAMBAYEQUE-CHICLAYO-PUCALA,2021-02-22 00:00:00,140119,1,2,0.0,-35.62857142857142,0.0
LAMBAYEQUE-CHICLAYO-REQUE,LAMBAYEQUE-CHICLAYO-REQUE,2021-03-01 00:00:00,140113,9,10,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-SANTA ROSA,LAMBAYEQUE-CHICLAYO-SANTA ROSA,2021-03-01 00:00:00,140114,8,11,0.0,-47.2,0.0
LAMBAYEQUE-CHICLAYO-SAÑA,LAMBAYEQUE-CHICLAYO-SAÑA,2021-02-22 00:00:00,140115,26,11,0.0,-35.62857142857142,3.0
LAMBAYEQUE-CHICLAYO-TUMAN,LAMBAYEQUE-CHICLAYO-TUMAN,2021-03-01 00:00:00,140120,1,12,0.0,-47.2,0.0
LAMBAYEQUE-FERREÑAFE-CAÑARIS,LAMBAYEQUE-FERREÑAFE-CAÑARIS,2021-02-15 00:00:00,140202,3,3,0.0,-2.3999999999999995,0.0
LAMBAYEQUE-FERREÑAFE-FERREÑAFE,LAMBAYEQUE-FERREÑAFE-FERREÑAFE,2021-03-01 00:00:00,140201,9,11,0.0,-3.6,50.0
LAMBAYEQUE-FERREÑAFE-INCAHUASI,LAMBAYEQUE-FERREÑAFE-INCAHUASI,2021-02-15 00:00:00,140203,2,0,0.0,-2.3999999999999995,0.0
LAMBAYEQUE-FERREÑAFE-MANUEL ANTONIO MESONES MURO,LAMBAYEQUE-FERREÑAFE-MANUEL ANTONIO MESONES MURO,2020-11-23 00:00:00,140204,1,2,1.0,-8.085714285714285,0.0
LAMBAYEQUE-FERREÑAFE-PITIPO,LAMBAYEQUE-FERREÑAFE-PITIPO,2021-03-01 00:00:00,140205,1,1,0.0,-3.6,0.0
LAMBAYEQUE-FERREÑAFE-PUEBLO NUEVO,LAMBAYEQUE-FERREÑAFE-PUEBLO NUEVO,2021-03-01 00:00:00,140206,2,4,0.0,-3.6,0.0
LAMBAYEQUE-LAMBAYEQUE-CHOCHOPE,LAMBAYEQUE-LAMBAYEQUE-CHOCHOPE,2021-03-01 00:00:00,140302,1,4,0.0,-49.4,0.0
LAMBAYEQUE-LAMBAYEQUE-ILLIMO,LAMBAYEQUE-LAMBAYEQUE-ILLIMO,2021-03-01 00:00:00,140303,2,8,0.0,-49.4,0.0
LAMBAYEQUE-LAMBAYEQUE-JAYANCA,LAMBAYEQUE-LAMBAYEQUE-JAYANCA,2021-02-22 00:00:00,140304,5,6,1.0,-31.97142857142857,0.0
LAMBAYEQUE-LAMBAYEQUE-LAMBAYEQUE,LAMBAYEQUE-LAMBAYEQUE-LAMBAYEQUE,2021-03-01 00:00:00,140301,3,32,1.0,-49.4,190.0
LAMBAYEQUE-LAMBAYEQUE-MOCHUMI,LAMBAYEQUE-LAMBAYEQUE-MOCHUMI,2021-03-01 00:00:00,140305,1,7,1.0,-49.4,0.0
LAMBAYEQUE-LAMBAYEQUE-MORROPE,LAMBAYEQUE-LAMBAYEQUE-MORROPE,2021-03-01 00:00:00,140306,1,20,1.0,-49.4,0.0
LAMBAYEQUE-LAMBAYEQUE-MOTUPE,LAMBAYEQUE-LAMBAYEQUE-MOTUPE,2021-02-22 00:00:00,140307,8,20,2.0,-31.97142857142857,7.0
LAMBAYEQUE-LAMBAYEQUE-OLMOS,LAMBAYEQUE-LAMBAYEQUE-OLMOS,2021-03-01 00:00:00,140308,1,15,1.0,-49.4,0.0
LAMBAYEQUE-LAMBAYEQUE-PACORA,LAMBAYEQUE-LAMBAYEQUE-PACORA,2021-02-22 00:00:00,140309,2,5,1.0,-31.97142857142857,0.0
LAMBAYEQUE-LAMBAYEQUE-SALAS,LAMBAYEQUE-LAMBAYEQUE-SALAS,2021-03-01 00:00:00,140310,2,6,0.0,-49.4,0.0
LAMBAYEQUE-LAMBAYEQUE-SAN JOSE,LAMBAYEQUE-LAMBAYEQUE-SAN JOSE,2021-03-01 00:00:00,140311,3,9,0.0,-49.4,0.0
LAMBAYEQUE-LAMBAYEQUE-TUCUME,LAMBAYEQUE-LAMBAYEQUE-TUCUME,2021-02-22 00:00:00,140312,1,8,0.0,-31.97142857142857,0.0
LIMA-LIMA-ANCON,LIMA-LIMA-ANCON,2021-03-01 00:00:00,150102,13,13,2.0,-52.2,76.0
LIMA-LIMA-ATE,LIMA-LIMA-ATE,2021-03-01 00:00:00,150103,214,286,15.0,-52.2,1365.0
LIMA-LIMA-BARRANCO,LIMA-LIMA-BARRANCO,2021-03-01 00:00:00,150104,17,14,0.0,-52.2,75.0
LIMA-LIMA-BREÑA,LIMA-LIMA-BREÑA,2021-03-01 00:00:00,150105,40,48,3.0,-52.2,676.0
LIMA-LIMA-CARABAYLLO,LIMA-LIMA-CARABAYLLO,2021-03-01 00:00:00,150106,98,98,5.0,-52.2,232.0
LIMA-LIMA-CHACLACAYO,LIMA-LIMA-CHACLACAYO,2021-03-01 00:00:00,150107,31,37,2.0,-52.2,54.0
LIMA-LIMA-CHORRILLOS,LIMA-LIMA-CHORRILLOS,2021-03-01 00:00:00,150108,170,170,5.0,-52.2,643.0
LIMA-LIMA-CIENEGUILLA,LIMA-LIMA-CIENEGUILLA,2021-03-01 00:00:00,150109,9,16,0.0,-52.2,39.0
LIMA-LIMA-COMAS,LIMA-LIMA-COMAS,2021-03-01 00:00:00,150110,224,101,17.0,-52.2,1045.0
LIMA-LIMA-EL AGUSTINO,LIMA-LIMA-EL AGUSTINO,2021-03-01 00:00:00,150111,107,82,6.0,-52.2,1735.0
LIMA-LIMA-INDEPENDENCIA,LIMA-LIMA-INDEPENDENCIA,2021-03-01 00:00:00,150112,82,82,5.0,-52.2,421.0
LIMA-LIMA-JESUS MARIA,LIMA-LIMA-JESUS MARIA,2021-03-01 00:00:00,150113,224,156,4.0,-52.2,1760.0
LIMA-LIMA-LA MOLINA,LIMA-LIMA-LA MOLINA,2021-03-01 00:00:00,150114,77,90,2.0,-52.2,0.0
LIMA-LIMA-LA VICTORIA,LIMA-LIMA-LA VICTORIA,2021-03-01 00:00:00,150115,92,117,4.0,-52.2,552.0
LIMA-LIMA-LIMA,LIMA-LIMA-LIMA,2021-03-01 00:00:00,150101,355,285,1.0,-52.2,5861.0
LIMA-LIMA-LINCE,LIMA-LIMA-LINCE,2021-03-01 00:00:00,150116,33,33,5.0,-52.2,201.0
LIMA-LIMA-LOS OLIVOS,LIMA-LIMA-LOS OLIVOS,2021-03-01 00:00:00,150117,184,44,6.0,-52.2,110.0
LIMA-LIMA-LURIGANCHO,LIMA-LIMA-LURIGANCHO,2021-03-01 00:00:00,150118,71,85,1.0,-52.2,0.0
LIMA-LIMA-LURIN,LIMA-LIMA-LURIN,2021-03-01 00:00:00,150119,31,26,1.0,-52.2,74.0
LIMA-LIMA-MAGDALENA DEL MAR,LIMA-LIMA-MAGDALENA DEL MAR,2021-03-01 00:00:00,150120,29,39,1.0,-52.2,0.0
LIMA-LIMA-MIRAFLORES,LIMA-LIMA-MIRAFLORES,2021-03-01 00:00:00,150122,69,4,1.0,-52.2,650.0
LIMA-LIMA-PACHACAMAC,LIMA-LIMA-PACHACAMAC,2021-03-01 00:00:00,150123,40,49,2.0,-52.2,1.0
LIMA-LIMA-PUCUSANA,LIMA-LIMA-PUCUSANA,2021-03-01 00:00:00,150124,6,21,1.0,-52.2,0.0
